1.195716847884006201e-02,1.166511561995992562e-03,3.817715807033136561e-04,4.308757588409900421e-04,1.938392154746976942e-04,2.315847932721772865e-04,1.150435058623983732e-04,1.956734396303771821e-04,8.879136721229222812e-05
1.197512374816113272e-02,1.102644812413715140e-03,3.711212420581179883e-04,2.735236210908853906e-04,1.266711051171892524e-04,2.764640398919237228e-04,1.067302485120380046e-04,1.665894760620273646e-04,7.033680048331559078e-05
1.189995777890127948e-02,1.041774361797008453e-03,3.581033937424653053e-04,2.657578474205129766e-04,1.356582343520531793e-04,1.842885963597949966e-04,9.355041721726981702e-05,3.182491697605429660e-04,1.189480680620162148e-04
1.211929833503079534e-02,1.107751347350537140e-03,3.503374447090187860e-04,2.729678185560926898e-04,1.299882275677755668e-04,1.829047422851725463e-04,8.954811324843965550e-05,1.562753931300016059e-04,7.226896239545252192e-05
1.226929519531414631e-02,1.106739867026695261e-03,3.543852571827659989e-04,2.740768555830328033e-04,1.302755369512593163e-04,1.883495637902998007e-04,9.536152616596047600e-05,1.765975914833012653e-04,8.396630666741349773e-05
1.234576135505736395e-02,1.234995233533821637e-03,4.009791815236477680e-04,3.099330584810064165e-04,1.489229646198656279e-04,2.448984382092429389e-04,1.190451860801394930e-04,2.073195061256395254e-04,1.145667802126770448e-04
1.207592025098098987e-02,1.102173496231722291e-03,3.624066924425228212e-04,3.743243808357159252e-04,1.750209757386586953e-04,1.902525003466479236e-04,1.066319740245961567e-04,1.731474282964911692e-04,7.993590104733140579e-05
1.222093285687006307e-02,1.049356144836770819e-03,3.439851420246301146e-04,2.848108256343805035e-04,1.291238202556355531e-04,2.989613341635475132e-04,1.136825474683321566e-04,1.623154942289422567e-04,7.093825089842919346e-05
1.213004526342490765e-02,1.058419671790012404e-03,3.453200978051028098e-04,2.783935232921302115e-04,1.281425014808831940e-04,2.169793731940465858e-04,1.118293183955591205e-04,2.909957361819966583e-04,1.373271858909302478e-04
1.226730301590791238e-02,1.126812271580292365e-03,3.975084877487977610e-04,3.318871883044330839e-04,1.643052697976284994e-04,2.369836917121474578e-04,1.198446652076519013e-04,2.206305488768348045e-04,1.086693084360239808e-04
1.246095264760112807e-02,1.152258149427764621e-03,3.944662938601231389e-04,3.472618242664660300e-04,1.869714788090227539e-04,2.523038625659080225e-04,1.480761649653555541e-04,2.560478433826968744e-04,1.388960336010753519e-04
1.256360295810329993e-02,1.228854782146103670e-03,4.342590385464308489e-04,3.401370094891214700e-04,1.837951258370429592e-04,2.609968899736618705e-04,1.451001482610121132e-04,2.716749893767095888e-04,1.411241941884526030e-04
9.359164692470422695e-03,9.765204814220195808e-04,3.695135536088450432e-04,2.903325788795288096e-04,1.363462705147208383e-04,2.242540846958426088e-04,1.034395444394228900e-04,2.192019611007594204e-04,9.368363277932166154e-05
9.397945276229740033e-03,1.049281231327463476e-03,4.204713312531048138e-04,2.879848109370332083e-04,1.362319876957640747e-04,2.352328034646437079e-04,1.027937833170445322e-04,2.274332038540576603e-04,7.943876246059171408e-05
9.468280965729042667e-03,1.009545536390245518e-03,4.027511133297023596e-04,3.719361514226483031e-04,1.610191593868778121e-04,2.492169192305625116e-04,9.889684936631497553e-05,2.566640333924648265e-04,1.063095567626534519e-04
9.526990131949604826e-03,1.060466153392373816e-03,4.348115626034416525e-04,3.472554209966377601e-04,1.527135991407439211e-04,3.045067506594288371e-04,1.314434198523813720e-04,2.401952984737686905e-04,9.602585835843767533e-05
9.543836749030457436e-03,1.038307840034204772e-03,3.994984641122533244e-04,3.675798018013325618e-04,1.615201566060040287e-04,2.348892312179642428e-04,9.609615080265643695e-05,3.676382632979540159e-04,1.253040990325902796e-04
9.537074602588251418e-03,1.055739801368548976e-03,3.832561670947546499e-04,3.328708410850530347e-04,1.273815914715618924e-04,2.687507892087044104e-04,1.073254283118520565e-04,2.545944582343206281e-04,9.323938307697074511e-05
9.595113330694529652e-03,1.054378240616089249e-03,3.996614763691490910e-04,3.361866277301959853e-04,1.349780896801322516e-04,2.589261015730537677e-04,1.079389222785203956e-04,2.430334240402086832e-04,9.577114303222662164e-05
9.495218099255161096e-03,1.071748299462162504e-03,3.757571808155439077e-04,3.159090770548767077e-04,1.432549042834803659e-04,2.472617203198311021e-04,9.751671518904476575e-05,2.277996646452257841e-04,9.052455121274104904e-05
9.542840910216586481e-03,9.977189808655728773e-04,3.715455522632551814e-04,3.250167093938122133e-04,1.238241444203721446e-04,2.236696374100235422e-04,8.331106979961267964e-05,2.158710146137329062e-04,7.456116194342728913e-05
