1.475766718305096016e-02,6.523863122361563127e-03,6.225466160568898268e-03,8.521994737422848229e-03,1.031752396443589258e-02,7.943511599861542705e-03,6.168509357804114433e-03,7.896090419468737229e-03,7.671020468250432968e-03
1.288830508397730001e-02,5.466583385836355606e-03,4.866264457292576555e-03,4.333578718224879132e-03,4.829839632861348230e-03,5.657962557392058611e-03,5.725266729357463870e-03,5.708887262434520458e-03,6.270957879382064309e-03
1.618214337419615970e-02,1.040284809423266087e-02,7.764938792386971017e-03,7.119952966407442491e-03,6.845581721258556240e-03,6.238476010952711572e-03,5.095099801175032202e-03,5.118908647422715404e-03,4.601194145439800251e-03
1.210775473397464851e-02,3.736905507321716322e-03,3.586407871308283559e-03,4.394925846666828707e-03,3.899440096358104766e-03,4.560481521474157168e-03,3.310405840555996539e-03,2.677207841766662041e-03,2.243249722995011627e-03
1.578613480843294586e-02,7.621155019097602089e-03,7.626557040059882449e-03,7.132769416259641948e-03,5.902062976009188854e-03,6.138848260920880089e-03,5.434400528169060392e-03,5.012151366528196962e-03,4.664116565843572787e-03
1.373476891464895690e-02,5.071599986629760949e-03,4.416050272422888424e-03,5.125685408390706285e-03,5.430406464926343553e-03,6.535526506045926352e-03,5.714257385865316625e-03,7.036360127598721703e-03,6.177419703066061064e-03
2.255644880370014094e-02,8.876542997049046910e-03,6.784918916958863899e-03,5.676850369845808271e-03,4.290127448816972652e-03,3.422726005342845157e-03,3.495481786604264299e-03,3.549546293332195984e-03,3.581813076326312989e-03
1.295864037188772765e-02,4.277765607669565921e-03,3.489471267650418387e-03,3.726126811269908200e-03,3.933745734589791550e-03,4.370898992874652084e-03,4.060371397302159173e-03,3.850184795146552753e-03,3.730463115939218564e-03
1.114765941719040275e-02,3.141760319438944432e-03,2.556325147568927047e-03,2.648061464841632798e-03,2.684257603820584034e-03,3.052390495331169188e-03,3.285458951603926949e-03,3.964404021979394364e-03,4.637394446521697633e-03
1.491518410529089032e-02,6.306285500483791578e-03,6.210236794007201189e-03,6.663203529517752917e-03,5.404090660413461179e-03,5.201815672236195787e-03,5.347532866683399853e-03,5.718197160161381937e-03,4.044965510516705491e-03
1.553969138091255454e-02,5.100817514127988124e-03,4.546830617474322510e-03,3.599117465700100212e-03,3.360360719142453656e-03,5.028809043187105338e-03,4.744422223361312828e-03,4.476616993392080503e-03,3.674037952740746762e-03
1.526432618939829733e-02,7.085605573598771807e-03,6.363015652945350209e-03,5.202802545570327057e-03,4.861512741072709400e-03,5.033253145253648204e-03,7.386310058928607751e-03,6.204722307149535161e-03,5.545061485035502648e-03
1.350623215443274260e-02,3.978513040412717805e-03,2.889654579430734477e-03,2.746067734103690636e-03,2.483991745682596897e-03,2.570263697801674230e-03,2.410494362780987547e-03,2.351397109148228946e-03,2.313714954217458656e-03
1.447055531473287644e-02,4.172896020756830006e-03,2.906564525632217375e-03,2.770372787129294582e-03,2.795612938676088951e-03,3.040399600109405798e-03,3.222827442998095829e-03,3.241923936679517657e-03,2.471357454360168394e-03
1.445339336102265289e-02,4.955808069682165334e-03,4.269203565574093695e-03,4.495407196483273103e-03,4.344168501040972415e-03,3.524335904890875306e-03,3.219259669590900444e-03,3.217137729892645143e-03,2.542529536694695599e-03
1.233615548106227651e-02,2.387510052235150906e-03,1.883832408610755038e-03,1.531765392625707807e-03,1.330943723067643100e-03,1.549686718264676674e-03,1.084452006869498749e-03,1.145222546977924753e-03,1.299526031382666931e-03
1.091863861299936268e-02,1.445940257956917704e-03,8.666666917797770028e-04,6.462915585731854361e-04,5.646652317463713355e-04,6.374507058247864391e-04,5.530959084042078424e-04,9.142514122889924821e-04,1.013984593495496130e-03
1.164082529775332421e-02,2.372604306308999812e-03,1.620812953142639805e-03,1.402775375566363584e-03,2.918146350518965784e-03,1.657982143350235880e-03,1.196883065321952206e-03,1.307579557512260002e-03,1.024022137970709593e-03
1.369733577358044942e-02,7.324382104281597188e-03,6.149222156599037752e-03,3.834453404310052705e-03,3.312520734989055082e-03,3.039163472734382563e-03,2.632202043886642303e-03,2.460108754956601921e-03,2.570995887970532572e-03
1.447563242682797964e-02,4.951421580344422813e-03,4.086496091495055681e-03,4.886042919560109644e-03,6.340427495453894967e-03,7.855888934571911286e-03,5.744875597695142493e-03,5.163258006167193923e-03,5.823713600700646670e-03
1.479036874712612824e-02,6.545541593505596438e-03,6.444698888965174483e-03,6.309926756170346381e-03,5.642800616974044670e-03,5.134139778049637975e-03,4.775595326992790150e-03,6.814455757632530142e-03,7.457378274996105498e-03
1.555460849803178176e-02,4.695163171432828464e-03,4.193962130056737812e-03,3.893137792502377164e-03,3.810428902391571008e-03,4.280002269201278221e-03,2.819437828291278172e-03,2.649369497008983391e-03,3.586585136868648566e-03
1.090942894281945498e-02,2.480321071461016533e-03,2.048595815017704210e-03,1.532332041178987485e-03,2.090704143883565305e-03,1.752290340566218336e-03,2.006838807876286206e-03,1.811221070288319230e-03,1.678060326300708340e-03
1.112428014795297480e-02,3.865760967064385805e-03,3.300455255411071948e-03,3.376628403144266242e-03,3.561337631193093375e-03,3.548046727998859558e-03,5.383550999284798105e-03,5.088337561234523333e-03,4.561628044781895069e-03
1.306885463290627207e-02,3.033175709024106288e-03,2.213349693485731386e-03,2.329089923324091562e-03,1.930102739766942528e-03,2.153086567354047659e-03,2.335509520302901394e-03,2.253772325765573178e-03,2.418587575492805574e-03
1.318020602941617769e-02,3.273239551817121781e-03,2.501726698043575756e-03,2.352440761926341811e-03,2.019209427813505216e-03,1.755638272835163653e-03,1.343226209386575451e-03,1.173797441450478464e-03,1.226193286277137617e-03
1.471294612659580087e-02,3.635894421391597155e-03,3.086594555595175999e-03,2.644656644095201223e-03,2.292464441930458941e-03,3.142214695619278270e-03,2.970927140442641834e-03,3.008681366902866625e-03,2.573093733042258659e-03
1.252224941067358634e-02,3.724137233008328971e-03,2.766440203281097469e-03,2.719278123467366425e-03,2.420914260017466031e-03,2.214046876853650783e-03,2.118047398617899178e-03,2.313034471698425815e-03,2.900524299756037511e-03
1.444159110850351535e-02,5.539074834068155422e-03,3.983542383693014499e-03,3.636678842827588496e-03,4.023472896069694299e-03,4.357956153820233096e-03,3.931768420698002024e-03,3.981237986394772603e-03,3.628146749563652528e-03
1.721379208443709480e-02,5.876041225858615047e-03,5.423848864844762856e-03,5.671238200774968152e-03,5.986646030473220283e-03,5.811054719440859710e-03,5.251013368734770703e-03,4.658507654707766399e-03,5.167345257224616878e-03
1.292157529045426245e-02,3.118152260435869821e-03,2.246776983841603480e-03,2.230524717285239239e-03,1.971216577787181408e-03,2.004590449894853247e-03,1.530383136009742058e-03,1.677022397397061673e-03,1.612423436362376769e-03
1.417947449535598807e-02,4.661199814762552983e-03,3.419122690674685546e-03,3.571921468544949404e-03,3.521108665534718272e-03,3.695108665596462828e-03,3.497679794228237497e-03,3.885898717147113438e-03,4.253735012564570719e-03
1.233791150713479425e-02,2.632080187420704140e-03,1.733647471829278175e-03,1.541189912375511397e-03,1.215771159912560663e-03,1.128768581905492804e-03,1.062147166449511557e-03,1.119581555850646679e-03,1.016978169003837163e-03
1.243567600841916608e-02,2.954743673322206277e-03,2.282676635660914940e-03,2.134965579179648205e-03,2.062661078436307284e-03,2.478195292542950245e-03,2.513208126614977032e-03,2.926590704224019557e-03,2.441904196754037925e-03
1.205039883510992428e-02,3.212948803343402410e-03,2.108681280771052078e-03,2.479775949663595193e-03,2.365944754084073429e-03,2.622392711445357353e-03,2.801869572821458470e-03,2.695324564935700027e-03,2.367026515957301996e-03
1.196395905126498328e-02,2.729916773093647026e-03,2.170737554222844541e-03,1.670143088425647682e-03,1.355364902288906312e-03,1.212122036109282604e-03,1.095372198242410174e-03,1.115477001602624635e-03,9.524663110855803756e-04
1.271652807738868872e-02,3.071601977280805518e-03,2.013690269058154500e-03,2.002889812755392820e-03,1.643054512709615778e-03,1.693901366222894935e-03,1.644412602762026316e-03,1.576381404100954701e-03,1.424589995404795676e-03
1.217367996501959870e-02,2.095496722074834030e-03,1.675373992725422883e-03,1.499070045319532115e-03,1.274839262657375717e-03,1.260698224582472828e-03,1.162345106404974416e-03,1.402811134296234191e-03,1.305922494926210200e-03
1.209379774027703226e-02,2.792502049595406433e-03,2.202804925082695389e-03,2.143403943574158799e-03,2.063067516183066802e-03,2.179426175263794296e-03,2.041520465775253229e-03,1.815373132903950332e-03,1.572887927632772272e-03
1.262721595382520351e-02,2.357505118930862311e-03,1.733364053760654173e-03,1.818771363743713594e-03,1.353592620765207933e-03,1.518338889624128857e-03,1.660045132059977504e-03,1.592295502011526398e-03,1.143179162836611409e-03
1.254003982545796175e-02,2.336940713686306258e-03,1.319565286429691788e-03,1.234898442861897660e-03,1.012564653452015240e-03,1.057971058839496208e-03,9.661734867556264405e-04,9.255577871480434983e-04,9.711147407254015068e-04
1.388084411641992734e-02,3.304801188092117408e-03,2.588886348015540743e-03,2.628309376302009632e-03,2.348065648165791313e-03,2.452353352604161145e-03,2.237618980490305512e-03,2.166385117647307099e-03,2.292826784674527590e-03
1.379880784402859328e-02,2.634510526820186497e-03,1.632158884515128765e-03,1.287604611979852346e-03,1.085847197617673338e-03,1.064573927537438647e-03,1.074885475761280015e-03,1.110024080902932394e-03,1.118434402600121174e-03
1.473745022514199275e-02,3.113720531154716073e-03,2.507410705433576852e-03,1.865205477012579598e-03,1.976084065946729328e-03,1.489249148564525047e-03,1.601638264647201786e-03,1.845694344227733494e-03,1.473072396250397044e-03
1.415695619979498443e-02,2.685603604808530897e-03,1.896781441072293217e-03,1.950394603628289106e-03,1.881187116910400942e-03,1.794762705224804645e-03,2.087653290303850048e-03,2.222940439492497155e-03,1.834487493130441309e-03
